date [s],Average:Translational X-Velocity (Study 01 - Cube <01>) [m/s],Average:Translational X-Velocity (Study 01 - Cube <02>) [m/s],Average:Translational X-Velocity (Study 01 - Cube <03>) [m/s],Average:Translational X-Velocity (Study 01 - Cube <04>) [m/s],Average:Translational X-Velocity (Study 01 - Cube <05>) [m/s]
11.02,0.0265179,-0.0179359,-0.00615496,-0.0494875,-0.0339094
11.03,0.018721,-0.0201092,-0.00503623,-0.0431566,-0.0305321
11.04,0.0135816,-0.0179193,-0.0122005,-0.0470108,-0.0295128
11.05,0.0129554,-0.018507,-0.00142346,-0.0444709,-0.0219821
11.06,0.00580396,-0.0137535,-0.00795467,-0.0384366,-0.0207561
11.07,0.00268766,-0.0110595,-0.00543077,-0.0422858,-0.0201385
11.08,0.00107917,-0.0123994,-0.0134379,-0.0379815,-0.0214703
11.09,0.00111438,-0.00987346,-0.0131882,-0.0355178,-0.0194668
11.1,0.0012468,-0.0049708,-0.0162276,-0.0318007,-0.0190552
11.11,0.000993537,-0.000524494,-0.0134163,-0.0329382,-0.0160859
11.12,0.00254824,0.000711972,-0.0120596,-0.031262,-0.0164338
11.13,0.00269039,0.00512041,-0.0069368,-0.0294327,-0.0163418
11.14,0.00432794,0.00626839,-0.00861072,-0.0279348,-0.0164954
11.15,0.00457471,0.00762541,-0.00901871,-0.0252486,-0.0178805
