Date [s],Average:Temperature (Study 01 - Particles) [K],Max:Particle Z-Coordinate (Study 01 - Particles) [m],Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.0611,612.545,0.00361065,0.0229117
0.0612,612.558,0.00360836,0.0229117
0.0613,612.571,0.00360607,0.0229117
0.0614,612.583,0.00360378,0.0229117
0.0615,612.596,0.00360149,0.0229117
0.0616,612.608,0.0035992,0.0229117
0.0617,612.621,0.00359691,0.0229117
0.0618,612.633,0.00359462,0.0229117
0.0619,612.645,0.00359232,0.0229117
0.062,612.657,0.00359003,0.0229118
0.0621,612.669,0.00358774,0.0229118
0.0622,612.681,0.00358545,0.0229118
0.0623,612.693,0.00358316,0.0229118
0.0624,612.705,0.00358087,0.0229118
0.0625,612.717,0.00357858,0.0229118
0.0626,612.728,0.00357629,0.0229118
0.0627,612.74,0.003574,0.0229118
0.0628,612.751,0.0035717,0.0229118
0.0629,612.763,0.00356941,0.0229118
0.063,612.774,0.00356712,0.0229118
0.0631,612.785,0.00356483,0.0229118
0.0632,612.797,0.00356254,0.0229118
0.0633,612.808,0.00356025,0.0229118
0.0634,612.819,0.00355796,0.0229118
0.0635,612.83,0.00355567,0.0229118
0.0636,612.841,0.00355337,0.0229118
0.0637,612.852,0.00355108,0.0229118
0.0638,612.863,0.00354879,0.0229118
0.0639,612.873,0.0035465,0.0229118
0.064,612.884,0.00354421,0.0229118
0.0641,612.895,0.00354192,0.0229118
0.0642,612.905,0.00353963,0.0229118
0.0643,612.916,0.00353734,0.0229118
0.0644,612.926,0.00353505,0.0229118
0.0645,612.936,0.00353275,0.0229118
0.0646,612.947,0.00353046,0.0229118
0.0647,612.957,0.00352817,0.0229118
0.0648,612.967,0.00352588,0.0229118
0.0649,612.977,0.00352359,0.0229118
0.065,612.987,0.0035213,0.0229118
0.0651,612.997,0.00351901,0.0229118
0.0652,613.007,0.00351672,0.0229118
0.0653,613.017,0.00351443,0.0229118
0.0654,613.026,0.00351213,0.0229118
0.0655,613.036,0.00350984,0.0229118
0.0656,613.046,0.00350755,0.0229118
0.0657,613.055,0.00350526,0.0229118
0.0658,613.065,0.00350297,0.0229118
0.0659,613.074,0.00350068,0.0229118
0.066,613.084,0.00349839,0.0229118
0.0661,613.093,0.0034961,0.0229117
0.0662,613.102,0.0034938,0.0229117
0.0663,613.111,0.00349151,0.0229117
0.0664,613.121,0.00348922,0.0229116
0.0665,613.13,0.00348693,0.0229116
